Graalzinho,Brazil,Rio de Janeiro,Very easy to find
Morro da Urca,Brazil,Rio de Janeiro,
Pao de Acucar,Brazil,Rio de Janeiro,
Cantagalo,Brazil,Rio de Janeiro,
Capacete,Brazil,Rio de Janeiro,Approach is not so hard once you’ve done it once
