1,"null"
2,"Boulder"
3,"TR"
4,"Sport"
5,"Trad"
6,"Alpine Ice"
7,"Water Ice"
8,"Aid"
9,"Via"
10,"Snow"
11,"Scramble"
12,"Trad/Aid"
13,"Trad/Snow"
